,Type,Name,Age,Gender,MaturitySize,FurLength,Vaccinated,Dewormed,Sterilized,Health,Quantity,Fee,State,RescuerID,VideoAmt,Description,PetID,PhotoAmt,AdoptionSpeed,ColorName_x,ColorName_y,ColorName,BreedName_x,BreedName_y,StateName_x
208,2,Sabre,9,2.0,2.0,2,1,1,2,1,1,200,41326,c7c81c317dfaa91158f167883befcd77,0,"Hello everyone, We are giving putting up both our cars for adoption/sale of anything you would call it as we will be migrating out of the country and it is a great loss to us having to let these two angels go.Both are totally the opposite where Pepper loves to give you love but doesn't like to accept hugs for more than 30 seconds and Sabre loves everything. Both have been vaccinated and are in good health.Both are females not neutered and a great companions and have never been kept in a cage before as they sleep with us everyday. They are disciplined and have been fed with Evo and Royal canine. since they were kittens they were both brought up with Baphaer. The tabby is name Pepper 1 year 3 months and the little Silver is name Sabre 9months now. We are looking for a good home for the two of them and would love to get a caring guardian who would love them as we do. It's a sad moment for us as they had never been out and mixed with many people before except for visitors at our place so you will need to be patient for them to get close to you especially Pepper. We I'll be charging a fee of for each of them and you may let us know if it is fine for both.Contact us at anytime and we will bring them to you.",125edf869,3.0,4,Black,Gray,White,Silver,Tabby,Selangor
209,2,Kittens,2,3.0,1.0,1,2,2,2,1,5,0,41326,77daa1fff1721d7f8bb668b634de597d,0,Homes urgently needed for 5 beautiful kittens born in my garden. They are healthy and happy and looking for a loving home.,7df257784,5.0,2,Black,Gray,White,,,Selangor
210,2,Kyla's Babies,2,3.0,2.0,2,2,2,2,1,5,0,41326,d4ab1f75c9d9769f2c06fe10b79171e3,0,"9 weeks old, active, affectionate and very playful. Loves attention and playtime. They are most probably all female, I can't really tell T_T The mother, Kyla is a persian and shorthair mix with tabby grey and brown stripes, and the father was a stray grey shorthair (getting Kyla spayed soon, don't want new kittens). The kittens' fur are longer than normal shorthairs, probably after you deworm them and you feed them well their appetite increases, they will become fat and furry ;D I live with parents as of now and they are adamant about getting the cats out of the house, we already have Kyla and 2 kittens from her first batch, so all these 5 little kittens need to go VERY SOON.",50b022696,5.0,3,Black,Gray,White,Tabby,Oriental Short Hair,Selangor
211,2,GOOD CATS,2,3.0,1.0,2,3,3,3,1,4,0,41326,02601ad55765c69821a1a31fe7e407fc,0,Kucing untuk diberi secara percuma kepada yang sayang kepada kucing,b178f36d1,4.0,4,Black,Gray,White,Oriental Short Hair,Oriental Short Hair,Selangor
212,2,Lulu And Kids,18,,2.0,2,2,1,2,1,3,0,41326,81b25679b1cc8f856d0913431f6df9f3,0,"1 Mama Cat and 2 Kittens to be Adopted. Pls adopt these lovely cats and give them new home. They are lovely cats, well behaved and well taken care off. Unfortunately, work commitment does not allow us to keep them.",2619f003d,4.0,1,Black,Gray,,Tabby,Domestic Medium Hair,Selangor
213,2,"Uchia, Meio, Bob, Nichi Dan Ai",1,3.0,1.0,2,2,2,2,1,5,0,41326,3234d32fcad5a72fc85ed5a233d8c93f,0,Lahir Pada 29 januari. Terpaksa dipisahkan dengan Ibunya kerana Ibunya memerlukan rawatan dan mengelakkan Jangkitan,9866d1bd1,7.0,2,Black,Gray,White,Domestic Short Hair,Domestic Medium Hair,Selangor
214,2,Baby And Friends,4,3.0,2.0,2,1,1,1,1,2,50,41326,6f40a7acfad5cc0bb3e44591ea446c05,0,"We have many neutered cats, kittens and dogs of various color, mix breeds for adoption. Our clinic has so many and we are running out of space so we hope you would consider adopting them. In total we have 60 cats & kittens and 9 dogs. If the cats/kitten/dog you selected is not neutered, we will make arrangements to schedule them for neutering. Therefore, you might need to come back another day.",22b562975,4.0,3,Black,Gray,White,Domestic Short Hair,Domestic Medium Hair,Selangor
215,2,Puss In Boots & Kitty Soft Paws,2,2.0,,2,2,1,2,1,2,100,41326,1d3441a8f19d8fc42969688b4d2be2f6,0,"2 kittens for adoption, age astimated about 6 weeks old, bottle feed since their are ~4days old. Both kitten not related. Adoption fees RM each, 3 vaccinations included. Looking for sincere owner which can provide them good life. Adopters that interested in both of them will be first prior. Pls call if interest, office hour tue-fri 9am-6.30pm, sat-sun 10am-4.30pm. Email will not be noted!",98567db2f,10.0,1,Black,Gray,,Domestic Short Hair,Domestic Medium Hair,Selangor
216,2,MANGKUK 2.0,6,2.0,1.0,2,1,1,1,1,4,30,41326,6f40a7acfad5cc0bb3e44591ea446c05,0,"Sweet smokey grey kitten, semi long hair fur coat as mommy has medium long hair coat.",0d784a800,4.0,4,Black,Gray,White,Domestic Short Hair,Domestic Medium Hair,Selangor
217,2,Kittens & Mother Cat Need Homes,1,3.0,2.0,1,2,2,2,1,5,0,41326,5aca30a29e8290093fee2a334d65d835,0,"My friend and I are looking after a mother cat and her babies in our condo. Jewel (mother cat) and her 4 kittens are looking for new homes. Currently, they hang around a safe spot at our condo, Pelangi Damansara, PJ. Our worry is for the safety and fate of these kitties if they continue staying here. We both can't keep them as I already have my own cats and my friend is renting a room. We only managed to take photos of 2 of Jewel's kittens, Jerry and Miko. There are 2 more kittens of similar color. Altogether Jewel has 4 babies. Jewel: Age: Around 2 years old Gender: Female Jewel is an adorable, loving and sweet cat. She's very comfortable around humans, especially those whom she has bonded with. This makes Jewel a great furry companion and a superb house cat. She loves rubbing her head and body against our legs when she's ""manja"". We hope to find a sincere adopter who's willing to adopt an adult cat. Jewel will be a good choice. Jerry and Miko Age: 1 month plus Gender: Jerry (male), Miko (unknown, didn't get a chance to hold it to confirm its gender) Both are Jewel's babies. Playful and cute, Jerry and Miko are looking for forever homes too. Jerry's fur colours are exactly like Jewel's while Miko is pure black. Looking for a true cat lover who's willing to give these babies a good, permanent home. It would be even better if they are adopted together. Kitten 3 and 4: Didn't manage to take photos of Jewel's 2 other babies. Also looking for adopter. Only truly sincere and committed adopters. Please contact me if you are certain that you can give any of these kitties a forever home.",b62fc7bde,6.0,1,Black,Gray,White,Domestic Short Hair,Domestic Medium Hair,Selangor
218,2,Subang Perdana Kitten,2,2.0,2.0,1,2,2,2,1,1,0,41326,5aca30a29e8290093fee2a334d65d835,0,"Kitten, 2 months old, female, rescued from a drain. Currently with her rescuer in Subang Perdana. Seeking adopter as rescuer's mom is allergic to cats. Anyone interested to adopt this cute furball please SMS/email me. Thank you.",f51e72db2,5.0,1,Black,Gray,White,Domestic Short Hair,Domestic Medium Hair,Selangor
219,2,Sleeping Beauty,2,2.0,2.0,2,2,1,2,1,1,50,41326,438a9bdce8ef4d5948fc40e422d34d0d,0,"20/5/ Amazing!!! After Sleeping Beauty did the fungus treatment, her fur colour slowly changed. She is white & black before, then changed to dark grey, and now became light, smokey grey!!! Just compare the photos before & after... However she has no other health problem & even more active than before. You must view her to see how active & playful she is... 10/5/ Sleeping Beauty was sent to Jabatan Haiwan to do injection for the fungus. 5/5/ Sleeping Beauty got some fungus on her legs. She is under medical treatment currently & would be let go soon. 2/5/ Cute domestic medium hair kitten looking for new home. Sleeping Beauty is a 2.5 months old female kitten. She has soft, snowy white fur with black marks on her head & body. She has beautiful dark blue eyes too. Her tail is fluffy, straight & long. She is extremely cuddle & needs company always. If she sees u, she will meow loudly until u touch her or hug her. She is healthy, very active & playful. She has her flea treatment done & was de-wormed on 25th April. She is feeding on kibbles already. She is well toilet (potty) trained & is ready to go anytime. *RM 50 adoption fee would be paid to Cat Charity Club (CCC) for rescuing stray cats. *Another RM neutering / spaying deposit would be fully refundable once the surgery is done. Anyone interested, please call .",c69842c2a,7.0,3,Black,Gray,White,Domestic Long Hair,Domestic Medium Hair,Selangor
220,2,Dottie,12,1.0,3.0,3,1,1,1,1,1,0,41326,afd29fcaf7533852bd7c8b3599e6744a,0,"Dottie is Zoey's older brother, the eldest from a litter of four. He is a healthy mix breed male cat, he was neutered at the age of 7 months.",0be09ae87,2.0,3,Black,Gray,White,Domestic Long Hair,Domestic Medium Hair,Selangor
221,2,,5,2.0,2.0,2,2,2,2,1,3,20,41326,4c89da960ed323b416b560aacbf23f76,0,"Their mom is a stray cat that came to my house everyday. Few months later, I realised she's pregnant and have birth to 3 kittens at my house. So I've been taking of them for about 5 weeks until now.",a39e58f1f,4.0,2,Black,Gray,White,Domestic Medium Hair,Domestic Medium Hair,Selangor
222,2,,0,3.0,2.0,1,3,3,3,1,7,0,41326,6b9886cf2bc9414c5a9547ccf5bc1be2,0,Finding for a loving home for kittens found near my housing area. cute playful kittens. Pls call urgently if you are willing to care for this kittens.,e4f9be28d,4.0,4,Black,Gray,White,Domestic Medium Hair,Domestic Medium Hair,Selangor
223,2,Ms Ellen (DeGeneres),12,2.0,2.0,1,1,1,1,1,1,0,41326,5fc6b4f39959a3d129490777ecaf572b,0,"Adorable, photogenic, good natured girl, smart, makes a lovely companion. Ms Ellen is homeless unfortunately, she is longing to have a loving family & a forever Home.",f662bdf71,9.0,4,Black,Gray,White,Domestic Medium Hair,Domestic Medium Hair,Selangor
224,2,Kittens 1 Months Old,1,3.0,1.0,1,2,2,2,1,2,0,41326,1e0b5a458b5b77f5af581d57ebf570b3,0,"Please help me to save these little kittens. there are two of them. 1 female and the other is male. both of them together with the mother are been hanging around in front of my office (in other words there living there). what i'm worried about is that they are very small and in front of my office is a parking lot area and i'm afraid they'll be hit while playing under the car (as you know kittens love to wondering around). some more there also dogs wondering around this area and it is not good for their safety. i think its ok if you just take the kittens without the mother because it seems that the mother started to leave her babies to play by themselves provided you have to feed them as babies i.e with milk to replace the mother's. i cannot keep or adopt them since i'm renting a room in my house and i don't think my house owner gonna like it. so, if somebody out there looking for pets,rather you buy expensive fluffy cats, please help me to save these little kittens because it will mean a lot to them also to me and in the same time you've done something good to the society and the animals. please please please help me to rescue them because i'm afraid the cleaner or the management of this building might done something bad to them because they have started littering everywhere it it cause a very bad smells and i'm afraid people might complain about this. if anyone interested kindly call me at my number ()or please email at . please let me know earlier so that i can keep them and put in the box while waiting for you to come and take them. i provide some of their photos. i know there are not a very fluffy cat or a Persian cats. but i bet they can be a very good friend.",8509ad722,6.0,2,Black,Gray,White,,,Selangor
225,2,Scotch,7,2.0,2.0,2,1,1,2,1,1,0,41326,c30bb8ce1b50db50834d8408668af2ce,0,"My husband and I are both from the USA. We teach a lot during the week and will be traveling too much this summer to keep our sweet kitty. She is a great house cat! She enjoys snuggling and laying around the house, but she can also be a bit playful if you give her cat toys! She always uses her litter box and is not a picky eater. And I believe she would be good with other cats (she has been around them before) and children, but she does not like dogs lol.",33dc6b53a,5.0,4,Black,Gray,White,Persian,Domestic Medium Hair,Selangor
226,2,Omie,9,1.0,3.0,3,1,1,1,1,1,0,41326,5526b8bd39dfa5db8baa8de73946171b,0,Omie is very manja & a very good boy. The reason why we're giving away our cats (Dolly & Omie) is because I'm expecting & I don't think having pets at home is appropriate when the baby arrives.,f0133d72c,3.0,0,Black,Gray,White,Persian,Domestic Medium Hair,Selangor
227,2,Dolly,9,2.0,2.0,2,1,1,1,1,1,0,41326,5526b8bd39dfa5db8baa8de73946171b,0,Dolly is very manja & a very good girl. The reason why we're giving away our cats (Dolly & Omie) is because I'm expecting & I don't think having pets at home is appropriate when the baby arrives.,3a8770d75,3.0,0,Black,Gray,White,Persian,Domestic Medium Hair,Selangor
228,2,Yoyo,12,2.0,2.0,2,1,1,1,1,1,0,41326,1d3441a8f19d8fc42969688b4d2be2f6,0,"Yoyo was 1kg when i first found her, six months old then. Skinny, sick and unhappy. Now, she is almost 1 year old, vaccinated and Dewormed. Playful, but always get sick because of her staying environment now. She stays in animal clinic, whereby lots of virus. Yoyo loves bathing, loves to be carry, loves to play hide and seek. Possible adopter must have experience on how to take care of a INDOOR cat. Owners without any other cats will get consider first. Terms and conditions apply.",f22ff0f64,9.0,3,Black,Gray,White,Siamese,Domestic Medium Hair,Selangor
229,2,Espresso,2,1.0,1.0,2,2,1,2,1,1,50,41326,cdf2cd8d67e53bf6e5088dcb2de317d6,0,"Kucing Bengal Marble for adoption, Kucing indoor, manja dengan manusia serta aktif bermain. Diet : Black Wood Kitten Adoption fee cover untuk makanan kucing lain. Lokasi Bukit Tinggi, Klang ""Kucing telah diadopt oleh En Ilham dari Shah Alam""",dfaf47c11,5.0,1,Black,Gray,White,Bengal,Domestic Medium Hair,Selangor
230,2,Prince,1,1.0,2.0,1,2,1,2,1,1,0,41326,e62135526c27156b8479420aad166317,0,"Introducing Prince: •5 weeks old, male, handsome tuxedo boy with a short 'bunny-tail'. •Has a very soft personality and prefers cuddling more compared to playing. •Prince is a 'follower' and will tag along wherever you go. Very dependent and needs constant attention. •Current diet is Royal Canin Babycat. Prince has already been de-wormed and de-flead. Please drop me an e-mail or call if interested. Details about your past experience with cats will be much appreciated. Thank you!",ba7ae0448,3.0,2,Black,Gray,White,Domestic Short Hair,Tuxedo,Selangor
231,2,Amang,4,2.0,,3,2,1,2,1,2,200,41326,12b98b00298fa02aad3ec10d4f884aa5,0,"Siamese DLH, friendly to people and loves to cuddle. Litter trained. Current diet Blackwood and Qiut wetfood. RM adoption fee. No booking allowed. Pickup in Sri Damansara. Call/SMS/Whatsapp. Prefer experienced owner and cage free house.",0d6b42991,9.0,3,Black,Gray,,Domestic Long Hair,Siamese,Selangor
232,2,"Maui With 3, 2-month-old Kittens",24,3.0,1.0,2,2,1,2,1,4,0,41326,69d6dc437a9d8ef5a2a6b3db01831b1f,0,"Mother and 3 very small kittens. Named Maui and Kona, Hilo, Hana.",d2330704c,3.0,3,Black,Gray,White,Oriental Tabby,Siamese,Selangor
233,2,TabbyBengal,5,2.0,2.0,2,2,2,2,1,1,0,41326,1565d406c559212ca01bba319c615c1f,0,"This cat was put on boarding and the owner is deemed to have abandoned it for he didn't come to pick it up nor is he answering phone calls from the vet boarding. The poor cat is now being looked after by the vet assistants. She has beautiful, bold stripes spread lavishly across her fur. Warms up easily to anyone, playful and loves attention. She is now available for adoption and can be viewed at Taipan, USJ. Please contact Rani if you are interested. No adoption fee.",ec7eecc57,7.0,1,Black,Gray,White,Tabby,Bengal,Selangor
234,2,Marble,4,2.0,1.0,1,2,1,2,1,1,250,41326,ec10c9f7ac0c61ef6ad00764b3facdff,0,Marble inginkan tuan baru yang penyayang. Sihat cuma tuan baru cuba cari makanan yang sesuai. Sekarang saya bagi makan kibbles brand INSTICT. Boleh datang tengok kalau mahu kepuasan. Dia kurang selera.tapi still sihat. Tiada kutu dan saya rajin mandi kan 2 minggu sekali.Atau nampak kotor terus saya bersihkan. Sangat manja dan pandai buat bunyi dan muka kesian. Sesiapa yang benar - benar berminat sila call saya secara terus. Dah nak masuk 4 bulan usia.Lagi 2 bulan dah boleh vaksin. Dewormed sudah selesai. Boleh nego lagi sikit harga. Saya nak reduce jumlah kucing dirumah. Sesuai untuk buat breed bagi bengal marble,b126131d8,3.0,4,Black,Gray,White,Bengal,Bengal,Selangor
235,2,,1,3.0,1.0,2,2,2,3,1,4,0,41326,6cd9925615f5c7ccfe11a151521c969a,0,"Four, 2 weeks old kittens. Mix breed domestic and persian. Very healthy. To give away for free. Reason too many cats at home. Location in Puchong. Call or sms",79f8f767e,0.0,1,Black,Gray,White,Domestic Short Hair,Persian,Selangor
236,2,Bella,10,2.0,3.0,3,2,2,2,1,1,0,41326,22930486581a9a197b4ed35f52f56d6d,0,"Hello There, Bella have been adopted by a lovely Girl from Damansara. Thank you for those who are interested with her. Im sure theres lots of cats outthere waiting for you to adopt . Thank you :)",13eafff41,3.0,1,Black,Gray,White,Domestic Long Hair,Persian,Selangor
237,2,Hayley,5,2.0,2.0,2,1,1,1,1,1,0,41326,001e42763024f9d4abe31e79472b1827,0,"Hayley is an active kitten. Loves cuddle. Must be kept indoors. She is playful. Her tail is as long as her body... fluffy and semi long haired. Her fur is very soft so needs grooming. She is dewormed, vaccinated and spayed.",9c1b4bb55,2.0,2,Black,Gray,White,,,Selangor
238,2,"WHITE, BLACK, TAPIR",1,3.0,1.0,2,2,1,2,1,3,150,41326,1d3441a8f19d8fc42969688b4d2be2f6,0,"3 CUTE LITTLE KITTENS FOR ADOPTION,THEY ARE 1 MONTH OLD, MIXED GENDER, HEALTHY AND PLAYFUL.",27f0a51cd,8.0,1,Black,Gray,White,Domestic Medium Hair,Persian,Selangor
239,2,Pepper Or Pebbles,20,2.0,3.0,2,2,2,1,1,1,0,41326,74c32a1bc246204b75218277e44aaf18,0,"When we first moved into our house a few months ago, there was an adorable pregnant stray cat already living in the area. She and her three kittens need a great chance of living in caring homes. Pepper/Pebbles is a young first-time mother. She had her first litter of three healthy kittens 4 months ago. She loves people, is playful with people and other cats and is a good eater. She is independent but loves being petted, and purrs almost all the time! She also comes when she is called ""kitty"". We have been feeding her for some time, but we cannot keep her at home as we already have a dog. Pepper or Pebbles are just possible names for her, based on her unique colouring. You can choose a name for her once she is home with you. :)",98c265a0f,4.0,4,Black,Gray,White,Domestic Short Hair,American Shorthair,Selangor
240,1,Multy & Xanie,4,2.0,2.0,2,1,1,3,1,2,0,41326,e6380e071a49ef6d27b4d2dad5fa88d9,0,Multy and xanie lovely to female dogs well behaved know some commands vaccination paid for all but one done three to go Healthy and active can be viewed! Super friendly towards humans Reason to let go moving to a new house that doesn't allow pets :(,18810b958,5.0,3,Black,Gray,White,Mixed Breed,Mixed Breed,Selangor
241,1,CHINNA THAMBHI,3,1.0,,2,1,1,2,1,1,0,41326,08b2735e5d9535cc93fc30d0891172f4,0,"CHINNA THAMBHI(CT) WAS RESCUED FROM A MONSOON DRAIN ON 30/1/. HE GOT A MAGGOT INFESTED WOUND WHEN WAS FOUND. ALMOST AFTER 1 MONTH HE IS SO HEALTY AND THE WOUND IS CURED. HE IS A ACTIVE NAUGHTY BOY AND GET WELL ALONG WITH OTHER DOGS. HE IS ALREADY VACCINATED AND DEWORMED. HE IS LOOKING FOR A LOVELY FAMILY TO LIVE FOREVER HAPPILY. ADOPTER MUST BE A RESPONSIBLE AND CARING PERSON TOWARDS DOGS. CALL VIJAY LOCATION : TMN CHI LIUNG,KLANG,SELANGOR",f94991b4c,2.0,2,Black,Gray,,Mixed Breed,Mixed Breed,Selangor
242,1,Smokey,36,2.0,,3,1,1,1,1,1,0,41326,db784cbcf321e1d8856b312638b94113,0,"this beautiful dog here is Smokey. she is a terrier mixed. spayed, vaccinated and dewormed. mum and i rescued her under a car while she was on heat and being surrounded by other male dogs. she is now finding a home because the current owner cannot take care of her anymore due to work. will you adopt her? Lester",10711bb95,2.0,0,Black,Gray,,Terrier,Mixed Breed,Selangor
243,1,Sweetie Pie,24,2.0,2.0,2,3,3,1,1,1,0,41326,12deeea11a39a3da448d425b42eaee1d,0,"Sweetie was rescued in Jan 08. The rescuer has taken great care of this mild mannered yet personable dog. She was unknowingly rescued pregnant, and gave birth to a litter of 5 pups. Sweetie is protective of the home, very friendly, very alert - makes a good watch dog and companion as well. Is not too hyper but has the energy to play too. she is suspected to be between 2-3 yrs old, is healthy, and very very pretty! See Sweetie here: and Contact:",43ddb2eb4,2.0,2,Black,Gray,White,,,Selangor
244,1,Toto,13,2.0,,2,1,1,1,1,1,0,41326,a9201759b7a52aa9e6c51d9dbf6465e6,0,Toto is just over a year. She was found injured on a highway. But she's a fighter and now healthy and active. She has then been dewormed and vaccinated and given frontline and ready to be adopted as part of your family. Call Susan -,3ef9ac2a6,3.0,3,Black,Gray,,Schnauzer,Mixed Breed,Selangor
245,1,Elsa,5,2.0,3.0,1,1,1,2,1,1,50,41326,b66591c93467d4e209c5c5dc6fca2fd6,0,"Elsa was rescued from and apartment area in PJ, she has a minor bone fracture when rescued but she has recovered fully by now and she is perfectly running fine. She looks big bone sized dog assuming she could be dalmation and mix breed baby. She is very friendly and easily get along with any other dogs. She's a balamced dog that doesnt react to any other dogs aggression as well. Suitable to be with childrens because of her playful character.",a983562e5,1.0,4,Black,Gray,White,Dalmatian,Mixed Breed,Selangor
246,1,Dottie,3,2.0,3.0,1,1,1,1,1,1,0,41326,0130d3d33175bca0a723ca5f95489898,0,Three months old and a very vibrant girl. learned fast.,25f6db0fd,1.0,2,Black,Gray,White,Mixed Breed,Dalmatian,Selangor
247,1,Fenny,5,2.0,2.0,2,1,1,2,1,1,0,41326,a042471e0f43f2cf707104a1a138a7df,0,"Fenny was rescued from Old Klang Rd market when she was only 2 months old and I have fostered her since then. She is 5 mths old now and I hope she can get a good home. She looks like a mixed breed of local mongrel and Dalmation. She is a very quiet girl and does not make too much noise, that makes her a very good companion for children or elderly couple. Please call Mrs Lai of Paws Mission for more adoption details.",0a0e8c15b,2.0,4,Black,Gray,White,Mixed Breed,Dalmatian,Selangor
248,1,Large Breed Hybrid Goberian Puppies,3,3.0,3.0,2,1,1,2,1,3,0,41326,e24b1f073d9c3d18be61f5cc667640c5,0,"3 months old Goberian (Hybrid) puppies looking for good homes within Subang Jaya 3 male and 2 female available Father Siberian Husky / Mother Golden Retriever (both parents are with MKA cert) Home bred with 1st vaccination and deworming done. New owner has to give 2nd, 3rd & 4th vaccinations. Pups born 18th March and ready to be rehomed. Pups come with vaccination record from Healing Rooms Veterinary Clinic. Price RM Free but owner get's visitation rights to the puppies Call at THESE ARE NOT GUARD DOGS but FAMILY DOGS",bf456451e,7.0,3,Black,Gray,White,Siberian Husky,Golden Retriever,Selangor
249,1,Miao Ci å¦æ (Cici ææ),22,1.0,2.0,1,1,1,2,1,1,0,41326,85ae8eb73ddaed827bb72d007d292c79,0,"He is a very lovely and beautiful medium-sized dog. Fyi,he is born with weak rear legs but he has no problem in daily activities. For his good sake, he is taking glucosamine supplement to strengthen his joints (RM1.50 per day). He is very playful and can mix well with people. He loves being indoor and enjoys having our attentions. His is born special but he is very healthy. I'm looking at serious and loving adopter that can really take good care of him.",fa18941f4,4.0,2,Black,Gray,White,Husky,German Shepherd Dog,Selangor
250,1,Wynn,72,1.0,,3,1,1,1,1,1,200,41326,37c122a1f15a45ae8ea56b0872fd6419,0,"Wynn the Silky Tzu wandered into Ms. Lee's house on Christmas. He looked like he had not been groomed for months. Ms. Lee searched high and low for the owner but no one seemed to know about Wynn. Wynn is gentle, playful, and affectionate. He was passed to us to foster. He weighs 5.2kg (and now he weighs 5.8kg as of January 20). The vets said he's generally in good health. Tested for heartworm and results show negative. He's now on heartworm & tick prevention. We have just sent him for grooming and neutering. We charge an adoption fee of RM to cover for part of the vet fee + grooming charges. If you would like to adopt Wynn, please send us a message: describing the environment you are willing to provide him with and your experience with dogs. Please note that we strongly suggest 1-month trial where we will drop by to visit to see if Wynn is a good fit for your family. If it does not work out, Wynn must be returned to us. Please note that if you do not describe the environment you are willing to provide him with, we will not reply your email.",a8c19a325,9.0,2,Black,Gray,,Shih Tzu,Silky Terrier,Selangor
251,1,Nikolas,36,1.0,3.0,2,1,1,1,1,1,200,41326,2864803699884df90ac135583b02ec70,0,We have over seventy gorgeous rescued dogs available for adoption at our rehabilitation centre in Bandar Makhota Cheras. We are looking for loving homes that can offer: *a clean environment with no cages or chains *regular exercise and affection *adequate nutrition and healthcare All adoptions require a house-check before being finalised.  www.klpoochrescue.org,094c2c3bf,2.0,3,Black,Gray,White,Terrier,Poodle,Selangor
252,1,Gigi,29,2.0,1.0,2,1,1,1,1,1,300,41326,3b98bce5b76898add15687c1a59f4a1a,0,"We rescued Gigi from paws. She was abandoned by her previous owner who dumped her there after she could not be used for breeding. She was also de-barked by her previous owner. Very sweet gentle in door dog. Very friendly with children and women. House trained, microchipped and potty trained. The reason I cannot keep her is because currently very heavily pregnant and moving to penang to a condominium that won't allow pets. Fees stated is for her cage, food, dog treats and latest vaccination jab and routine deworming given in June . What will be included in the adoption: New Cage, toys, clothing, dog collar, micro chip code, dog leash (basically all the necessity of a dog), one month supply of dog food and dog treats",288445cbd,5.0,2,Black,Gray,White,,,Selangor
253,2,Kittens,2,3.0,,1,2,1,2,1,2,0,41326,96500c1e88f021521484782cd9124e66,1,"I have 2 adorable kittens that need to be adopted together. They are very healthy, litter box trained and very friendly. Only serious cat lovers need call. New owner must agree to vaccinate and spayed/neuter the kittens.",465e2ee50,2.0,1,Black,Gray,,,,Selangor
254,2,Beautiful Kittens For Adoptions !,0,3.0,2.0,2,2,2,2,1,4,100,41326,23e54862081be8893f32f88cfb2f4bad,0,these beautiful kittens are for adoption after they managed to 'putus susu' with the mother. Rm adoption fee for each kitten for interested adopters. adoption fee is for me to cover the treatment on my previous cat. Reason to let go: my house is already full of cats. i cant afford too many cats.,51c72aa92,2.0,1,Black,Gray,White,Domestic Medium Hair,Egyptian Mau,Selangor
255,2,TWO KITTENS,7,3.0,,1,3,3,3,1,2,0,41326,1e0b5a458b5b77f5af581d57ebf570b3,0,"I am helping out my friend. she is looking for adopter for her sister's cat who's not capable to take care of these cat anymore because she's very busy with her work. these two cat are siblings and very friendly cat. It is preferable if you can adopt both of them since they are very close to each other, I duly hope there is someone who is very loving and can fully care for them and provide them so much love and affections. anyone interested can contact my friend (-nani) I only have one photo of them. Any further inquiries you can contact my friend.",b05a3ca1d,1.0,1,Golden,Gray,,Domestic Short Hair,Domestic Short Hair,Selangor
256,2,4 Kittens Need Good Homes,1,3.0,2.0,1,2,2,2,1,4,0,41326,39e3aa8b4863f15e1491385a38583480,0,"found these kittens yesterday, soaking wet, looking for place to hide and shaking from cold and hunger. I took them home, clean them and now very warm and cozy playing around in my living room kind souls out there. please adopt them. my hands are full and there are still many more to feed and rescue out there. Thank you.",26428557f,6.0,2,Golden,Gray,White,,,Selangor
257,2,Kittens,0,3.0,2.0,1,2,2,2,1,4,10,41326,73653a69b761f11db47721bdf5b4e816,0,"2 strays just given birth. I'm looking for homes for their remaining kittens. Also, for anyone who would like to help in their mothers' / other stray cats' spaying ?",d24c7ab5b,0.0,4,Golden,Gray,White,American Shorthair,Domestic Short Hair,Selangor
258,2,"M'sia Day Kitty:Boyboy,YY & Girlgal",3,3.0,1.0,1,2,2,2,1,3,0,41326,63b60b8da35085adcc45418118258587,0,"(From left, as at profile picture) Dark gray kitty: Boyboy (male), born on 14 Sept. ; White and golden/orange kitty: YY a.k.a. Ginger (male), born on 14 Sept. ; and Light gray kitty: Girlgal (female), born on 13 Sept. . These 3 lovely, friendly and playful kittens are babies of our own cat, Meow Mi. As we are already having 4 adult cats in our small apartment, we are now looking for kind-hearted and responsible cat-lover to give them a permanent new home.",55f34f8f5,12.0,2,Golden,Gray,White,Domestic Short Hair,Domestic Medium Hair,Selangor
259,2,Kenji,3,1.0,1.0,3,2,2,2,1,1,200,41326,0d8b46656bf122bb46d643805f1a2a46,0,"Special needs: Love, attention, enough space for him to run here and there. Reason for adoption/ Message for interested parties: I had him a month ago. I love him but i cant take care of him. I just knew that I have to go for operation of my right hand (Ligament torn) which I unable to use my right hand for 7 - 8 month :( :( . It is difficult to take care of him with only using left hand as I always bathe him once in 3days. I'm currently working and stay in my rent house. After the operation, I will stay with my parent and they won't allow me to have any cat. It is hard to give Kenji away. But it is the best choice for me and Kenji. My operation will be by end of this month. Please help me to take care of Kenji. Fees might be required upon adoption due to i bought him before. U may PM/CALL/SMS me regarding the fees. I haven't had a time to give him vaccine and deworm. I will give together his balance Royal Canin 36(about 1.5kg balance), litter non-clumping. and or if you want i can give togehter my DIY cat litter box made out from storage box. He is so cute, he has a smile-like face, very manja, love to play, able to play alone, love to sleep on my chest, and Funny. He's so adorable ! and I am so sad. Please to all kind heart out there. help me to take care of this little kid. I'd love to keep him, but i really cant. Future Kenji's owner might have to contact and send me Kenji's picture from time to time. Note* : Siberian mixed have this characteristic where they don't like to being cuddle. They will come to you if they want to be cuddle. PM me if you want to see more of Kenji photos.",d6e52b75b,12.0,1,Golden,Gray,White,Siberian,Domestic Medium Hair,Selangor
260,2,Caramel,7,2.0,2.0,2,2,3,1,1,1,0,41326,923ad6932f839578a094df4685befdce,0,Caramel available to view at Subang Jaya. Please call Ms  for more info as Caramel is with her now. Sweet Caramel will be sent for spaying this few days and shall be available to be taken next week.,af1b915b3,2.0,4,Golden,Gray,,,Persian,Selangor
